start_time,end_time,amount_value,amount_currency,line_item,project_id,organization_id,project_name,organization_name
1738800000,1738886400,3.69515715,usd,"gpt-4o-mini-2024-07-18, input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1738800000,1738886400,0.0419424,usd,"gpt-4o-mini-2024-07-18, cached input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1738800000,1738886400,1.5257934,usd,"gpt-4o-mini-2024-07-18, output",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1738800000,1738886400,5.911245,usd,"o1-2024-12-17, input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1738800000,1738886400,0.08832000000000001,usd,"o1-2024-12-17, cached input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1738800000,1738886400,19.00692,usd,"o1-2024-12-17, output",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1738800000,1738886400,17.4498918,usd,"o3-mini-2025-01-31, input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1738800000,1738886400,0.0333696,usd,"o3-mini-2025-01-31, cached input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1738800000,1738886400,44.022382799999995,usd,"o3-mini-2025-01-31, output",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1738886400,1738972800,0.6542775000000001,usd,"gpt-4o-2024-08-06, input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1738886400,1738972800,0.40191000000000004,usd,"gpt-4o-2024-08-06, output",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1738972800,1739059200,,,,,,,
1739059200,1739145600,,,,,,,
1739145600,1739232000,0.22457249999999998,usd,"gpt-4o-2024-08-06, input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1739145600,1739232000,0.043680000000000004,usd,"gpt-4o-2024-08-06, cached input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1739145600,1739232000,0.171,usd,"gpt-4o-2024-08-06, output",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1739145600,1739232000,0.3850506,usd,"o3-mini-2025-01-31, input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1739145600,1739232000,0.0872256,usd,"o3-mini-2025-01-31, cached input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1739145600,1739232000,1.2761495999999999,usd,"o3-mini-2025-01-31, output",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1739232000,1739318400,2.45657,usd,"gpt-4o-2024-08-06, input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1739232000,1739318400,0.04,usd,"gpt-4o-2024-08-06, cached input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1739232000,1739318400,0.6199,usd,"gpt-4o-2024-08-06, output",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1739232000,1739318400,2.38686465,usd,"gpt-4o-mini-2024-07-18, input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1739232000,1739318400,0.0988128,usd,"gpt-4o-mini-2024-07-18, cached input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1739232000,1739318400,0.8317224,usd,"gpt-4o-mini-2024-07-18, output",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1739232000,1739318400,0.8241189,usd,"o3-mini-2025-01-31, input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1739232000,1739318400,0.11742720000000001,usd,"o3-mini-2025-01-31, cached input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1739232000,1739318400,1.9755912,usd,"o3-mini-2025-01-31, output",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1739232000,1739318400,0.0340803,usd,ada v2,proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1739232000,1739318400,0.0057740000000000005,usd,"gpt-3.5-turbo-0125, input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1739232000,1739318400,0.00501,usd,"gpt-3.5-turbo-0125, output",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1739318400,1739404800,16.693166699999995,usd,"gpt-4o-mini-2024-07-18, input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1739318400,1739404800,0.6115968,usd,"gpt-4o-mini-2024-07-18, cached input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1739318400,1739404800,5.6633472000000005,usd,"gpt-4o-mini-2024-07-18, output",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1739404800,1739491200,1.51387425,usd,"gpt-4o-mini-2024-07-18, input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1739404800,1739491200,0.054768,usd,"gpt-4o-mini-2024-07-18, cached input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1739404800,1739491200,0.509193,usd,"gpt-4o-mini-2024-07-18, output",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1739491200,1739577600,,,,,,,
1739577600,1739664000,,,,,,,
1739664000,1739750400,2.4503874999999997,usd,"gpt-4o-2024-08-06, input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1739664000,1739750400,0.45025,usd,"gpt-4o-2024-08-06, output",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1739664000,1739750400,0.0351684,usd,"gpt-4o-mini-2024-07-18, input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1739664000,1739750400,0.023771399999999998,usd,"gpt-4o-mini-2024-07-18, output",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1739664000,1739750400,0.2636095,usd,"o3-mini-2025-01-31, input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1739664000,1739750400,0.0430144,usd,"o3-mini-2025-01-31, cached input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1739664000,1739750400,0.7544944,usd,"o3-mini-2025-01-31, output",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1739750400,1739836800,0.17763,usd,"gpt-4o-2024-08-06, input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1739750400,1739836800,0.02766,usd,"gpt-4o-2024-08-06, output",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1739750400,1739836800,17.559734849999998,usd,"gpt-4o-mini-2024-07-18, input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1739750400,1739836800,0.37710720000000003,usd,"gpt-4o-mini-2024-07-18, cached input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1739750400,1739836800,4.9519278,usd,"gpt-4o-mini-2024-07-18, output",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1739750400,1739836800,0.0354024,usd,"o3-mini-2025-01-31, input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1739750400,1739836800,0.0009152,usd,"o3-mini-2025-01-31, cached input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1739750400,1739836800,0.0389928,usd,"o3-mini-2025-01-31, output",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1739836800,1739923200,2.47893855,usd,"gpt-4o-mini-2024-07-18, input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1739836800,1739923200,0.026160000000000003,usd,"gpt-4o-mini-2024-07-18, cached input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1739836800,1739923200,0.6840959999999999,usd,"gpt-4o-mini-2024-07-18, output",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1739836800,1739923200,123.54087019999999,usd,"o3-mini-2025-01-31, input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1739836800,1739923200,1.4572095999999999,usd,"o3-mini-2025-01-31, cached input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1739836800,1739923200,229.2132876,usd,"o3-mini-2025-01-31, output",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1739923200,1740009600,,,,,,,
1740009600,1740096000,6.1291692,usd,"o3-mini-2025-01-31, input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1740009600,1740096000,0.0750464,usd,"o3-mini-2025-01-31, cached input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1740009600,1740096000,11.080234,usd,"o3-mini-2025-01-31, output",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1740096000,1740182400,2.4307107,usd,"o3-mini-2025-01-31, input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1740096000,1740182400,0.039072,usd,"o3-mini-2025-01-31, cached input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1740096000,1740182400,4.500716,usd,"o3-mini-2025-01-31, output",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1740182400,1740268800,30.7057881,usd,"gpt-4o-mini-2024-07-18, input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1740182400,1740268800,0.7250304,usd,"gpt-4o-mini-2024-07-18, cached input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1740182400,1740268800,8.659183800000001,usd,"gpt-4o-mini-2024-07-18, output",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1740268800,1740355200,0.4434132,usd,"gpt-4o-mini-2024-07-18, input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1740268800,1740355200,0.0088416,usd,"gpt-4o-mini-2024-07-18, cached input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1740268800,1740355200,0.1294242,usd,"gpt-4o-mini-2024-07-18, output",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1740355200,1740441600,3.63160995,usd,"gpt-4o-mini-2024-07-18, input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1740355200,1740441600,0.063456,usd,"gpt-4o-mini-2024-07-18, cached input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1740355200,1740441600,1.0189038000000001,usd,"gpt-4o-mini-2024-07-18, output",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1740441600,1740528000,1.73999325,usd,"gpt-4o-mini-2024-07-18, input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1740441600,1740528000,0.1758528,usd,"gpt-4o-mini-2024-07-18, cached input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1740441600,1740528000,0.5770938,usd,"gpt-4o-mini-2024-07-18, output",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1740441600,1740528000,4.9895263,usd,"o3-mini-2025-01-31, input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1740441600,1740528000,0.0744832,usd,"o3-mini-2025-01-31, cached input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1740441600,1740528000,9.5544064,usd,"o3-mini-2025-01-31, output",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1740528000,1740614400,2.4939132,usd,"gpt-4o-mini-2024-07-18, input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1740528000,1740614400,0.1190784,usd,"gpt-4o-mini-2024-07-18, cached input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1740528000,1740614400,0.7588146,usd,"gpt-4o-mini-2024-07-18, output",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1740614400,1740700800,1.31306805,usd,"gpt-4o-mini-2024-07-18, input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1740614400,1740700800,0.0030719999999999996,usd,"gpt-4o-mini-2024-07-18, cached input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1740614400,1740700800,0.34806780000000004,usd,"gpt-4o-mini-2024-07-18, output",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1740700800,1740787200,0.03661575,usd,"gpt-4o-mini-2024-07-18, input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1740700800,1740787200,0.01014,usd,"gpt-4o-mini-2024-07-18, output",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1740787200,1740873600,,,,,,,
1740873600,1740960000,,,,,,,
1740960000,1741046400,0.38816415,usd,"gpt-4o-mini-2024-07-18, input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1740960000,1741046400,0.0091104,usd,"gpt-4o-mini-2024-07-18, cached input",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
1740960000,1741046400,0.106425,usd,"gpt-4o-mini-2024-07-18, output",proj_uvBRUf6zFgDOQLXBdS8ce4bE,org-DifcBmJDK8sUlBTukjjX7J7H,Default project,Personal
